image_path,description,label,label_idx
dataset\valid\images\cb323687-3c3a-41d0-b5f8-445f15d9aa76___JR_FrgE_S-8688_90deg_JPG.rf.a90adcaf3d60b0bd4d29475f8bbee4ff.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\d270d610-6fb5-4ae1-9a00-ad72b3e98526___JR_FrgE_S-8635_90deg_JPG.rf.0b4c3aff18d79eaea8e55d36ed4d2176.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\valid\images\d30f9b23-402d-4c3f-bdf7-406c9e35d038___JR_FrgE_S-8715_270deg_JPG.rf.a25ed178e74c0a7f9a3615557012e729.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\valid\images\d6a4afb8-a539-4851-b29f-2469a48d8591___JR_FrgE_S-8772_270deg_JPG.rf.8a4a2cd2adf6241ad89efc3e45895cc2.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\valid\images\e1e8a707-d2b0-4cb6-ae56-c26a5e9ff016___JR_FrgE_S-8761_270deg_JPG.rf.a4e00aeed0369d50285b9d5e8141ba4f.jpg,Жёлтая кайма вокруг тёмных поражённых участков,black_rot,2
dataset\valid\images\e66666f1-bad7-4ceb-8142-389b841be362___JR_FrgE_S-3008_JPG.rf.e0409441d9807be03699ef4aaa7ed0b8.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\valid\images\e8a82871-4dc0-4186-b8f1-0a27f82b60e8___JR_FrgE_S-8626_90deg_JPG.rf.e5a9f312b17acc5a08b66e09a913b031.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\ea542556-e7f6-416c-8451-149916f4574e___RS_LB-3086_JPG.rf.571d3e49a9805eb669030d443dbeca7b.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\valid\images\ea620852-7590-4d82-8349-1470cb1fe3a8___RS_LB-2719_JPG.rf.28a23421ee5592ff3d16a118dff2fd60.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\valid\images\ec958877-f479-4c8c-a947-3686039f8921___RS_LB-2587_flipTB_JPG.rf.241b2b9990b963c93496dff7e6bd88e8.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\valid\images\ecfabcf4-106e-4357-8058-948dcb2f4798___JR_FrgE_S-8821_JPG.rf.c96f79a93d2442ad8b81f67ff7c273c9.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\valid\images\f0194580-8ee6-4149-a63d-7935bc29c09e___RS_HL-7761_JPG.rf.4854ffdee2970f0f9b0ee091190f2ab5.jpg,здоровые зеленые листья,healthy,3
dataset\valid\images\f2295441-06d6-4edf-9122-aec542b59a98___Rutg__Bact_S-1280_JPG.rf.f8b38e5cd291b99f21685b94979e4afa.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\valid\images\f2526464-3f90-487d-bb84-33c978286bf1___Rut__Bact_S-0887_JPG.rf.3ec57920c81a30bfa4e086119eab691d.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\valid\images\f2904228-2cc6-4c6c-a2b5-6951a6f3535e___RS_HL-6254_JPG.rf.bf76520e85944d99ef2b8dfd3ccd1979.jpg,зеленый лист,healthy,3
dataset\valid\images\f2b3cfad-a6a4-4d2c-b56a-3f323b497e87___JR_FrgE_S-2780_90deg_JPG.rf.dbf6210310cccbf5aac92338e01225be.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\valid\images\f31086c2-e23e-4ae1-85a4-89eb742271bc___RS_HL-7611_flipTB_JPG.rf.7e9a5cfeb1492d8fd25d09b9dae134ef.jpg,равномерный зеленый цвет листа,healthy,3
dataset\valid\images\f31086c2-e23e-4ae1-85a4-89eb742271bc___RS_HL-7611_JPG.rf.5ce660d9ef261a75e0cb6c56eb15fbf4.jpg,лист без повреждений,healthy,3
dataset\valid\images\f33146e2-5f03-4bb7-ace6-0ebdf535d6e7___RS_HL-6214_JPG.rf.a7c2093fcd03e590a7fac8a565e5e0dd.jpg,лист без повреждений,healthy,3
dataset\valid\images\f3524490-1e4a-4292-9628-fccb4f85ae4e___JR_FrgE_S-8671_270deg_JPG.rf.1b3eb0fff036fe5d0732400cee3d7fde.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\valid\images\f3676c6a-f226-4bc7-b3d4-c9537de075f4___RS_HL-7963_JPG.rf.31baf44e8d5aefbd0b794f211a5894c1.jpg,листья без признаков болезни,healthy,3
dataset\valid\images\f528e881-b237-4797-ab54-0152eb901f53___RS_LB-3854_180deg_JPG.rf.87d9132b44323652bc3acc26a2cebf0f.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\valid\images\f58de461-853f-46d7-b223-d48a81507a85___JR_FrgE_S-2996_270deg_JPG.rf.e8efd018494a88d342b3d43ac4892310.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\f59218b7-e8ed-4c2a-b790-3c9fe5c7d5e5___Rut__Bact_S-0906_JPG.rf.c0aed58c284887aa589de173b5724a5f.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\valid\images\f5f41985-23db-4902-96a1-db4d7f95a26a___RS_LB-3177_180deg_JPG.rf.f8370db963a6c049a4c35c6337a99ac8.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\valid\images\f637ba06-cf3c-423f-9d1e-c239de14393c___JR_FrgE_S-8605_90deg_JPG.rf.073018611020b0b034eb37e1701e4423.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\valid\images\f63c8d11-234c-4ff4-bd81-5c3947503038___JR_FrgE_S-3085_JPG.rf.f5122745b54080b63eb7eebf0d34010c.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\f6424729-cfe4-4f67-bd16-d4c5c84daaa0___RS_HL-6195_JPG.rf.df6f77bbc4dda187ee468d19187d8571.jpg,листья без пятен и налета,healthy,3
dataset\valid\images\f6c9080a-95af-48f8-8178-0be757d92d20___JR_FrgE_S-2982_JPG.rf.7a1d7006462ff88da49e17a2e32ccde7.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\valid\images\f7416f1d-cd65-4f2e-be3e-ca701e693df5___RS_HL-7920_JPG.rf.d0ab3acd9007b54979565786e82dcb4a.jpg,лист без повреждений,healthy,3
dataset\valid\images\f7438ce7-c12a-40df-83a1-1ab0cde13bb0___RS_LB-3847_flipTB_JPG.rf.5cd1e5fa51cb33d594dd7ae6b81d4232.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\f77c7ac1-f55e-4adc-b049-35def4e87c17___JR_FrgE_S-3077_JPG.rf.2754cb12d46561fe89f8b4673c1cc958.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\valid\images\f8069836-ebe6-417d-abac-fbb92c900d51___Rutg__Bact_S-1691_JPG.rf.18e64c2eb501880a012fbe7cbf5f2038.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\valid\images\f81452c0-aa6a-4d2e-a4ba-c761a2e7870f___RS_LB-4280_JPG.rf.5e29e7bd49b408b1357a4eb88438f0ab.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\valid\images\f84594dc-1a42-4044-b2b1-a0d867e4738b___Rut__Bact_S-1193_JPG.rf.1314daba9bfa7303a4b9c3361630ab68.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\valid\images\f87fce12-78df-4a8c-92ff-8c0b83cc82b9___RS_LB-3025_flipTB_JPG.rf.8d63f4c326609e40cd01955d29eb4020.jpg,"Плесневой налёт, окружающий коричневые участки",Late_blight,1
dataset\valid\images\f8844336-cd1a-4c0f-a468-ff7937285d7a___Rutg__Bact_S-1724_JPG.rf.7723643d8c699887eb7e7b5859b07d65.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\valid\images\f8d2bf55-3044-4d09-9372-63aa960f1881___RS_LB-2538_180deg_JPG.rf.a71430902b9df14b9d58099e2ea35eb2.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\f9102bc2-7c64-4dd8-afe5-d31db2159899___RS_LB-4401_flipTB_JPG.rf.40d6a155cebf2794d5fa18b05c9258a3.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\f973bbe0-ce70-4215-8d5b-9e7adc099261___RS_LB-2507_JPG.rf.28139ed7ee797b8dee0f1458099d799b.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\valid\images\f9747ff8-17a9-4052-a7f0-d7255d520faa___JR_FrgE_S-2904_90deg_JPG.rf.c0335e2ff578bb7457665110cac619db.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\valid\images\f9952d3a-f286-4863-8667-b8921416b8be___RS_HL-5810_flipTB_JPG.rf.385e2a322e47b2272cb0575c2a531e77.jpg,здоровые зеленые листья,healthy,3
dataset\valid\images\f9952d3a-f286-4863-8667-b8921416b8be___RS_HL-5810_JPG.rf.b2b97700842e2c6f702a940c0f70c432.jpg,листья без пятен и налета,healthy,3
dataset\valid\images\f995325a-1135-4bde-89a6-121b0fde8c6c___RS_HL-5891_JPG.rf.60d277f5a0b15326d1ec91f5b1e94e6e.jpg,листья без признаков болезни,healthy,3
dataset\valid\images\fa3dec4b-5fed-4ba4-808f-25b6b84c7c87___RS_HL-7525_JPG.rf.45a7462e1d465a9621c0293623a7f7c9.jpg,лист без повреждений,healthy,3
dataset\valid\images\fa6c8bfb-cd65-4cfd-9776-721b71763fc7___Rutg__Bact_S-1846_JPG.rf.733e1bccba84def74556a9ead76a2067.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\faa76150-bb87-4b79-8ba5-f0bd9ea5e5be___Rutg__Bact_S-1547_JPG.rf.c00da3ab42aa7f16520c769d5182c937.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\valid\images\fac07867-acdd-4a19-8be5-987958575af0___RS_HL-5972_JPG.rf.8d9402e65d39d33e483635a3f4d2abb0.jpg,равномерный зеленый цвет листа,healthy,3
dataset\valid\images\fac70506-5bb2-40bb-a8bd-249cbe7c27e3___RS_HL-7693_flipTB_JPG.rf.a23584f4f26b5d635f9aee6bf62fabcc.jpg,лист без повреждений,healthy,3
dataset\valid\images\fac70506-5bb2-40bb-a8bd-249cbe7c27e3___RS_HL-7693_JPG.rf.1abcd1acc15be18aa01a8f497e22c00e.jpg,лист без повреждений,healthy,3
dataset\valid\images\fb13e4c8-17e4-48a9-899b-dfc7f302196c___RS_LB-4374_JPG.rf.f67f165f61eb14c5c07ee7847605647a.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\valid\images\fb61ea12-3f1a-4ea3-911b-d830eeb74717___RS_LB-2914_flipTB_JPG.rf.8037bdf89c788e0c2f7fc9dbd4bf3770.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\valid\images\fb7c067b-1a1f-4252-b0a5-682f799cf41c___Rutg__Bact_S-2239_JPG.rf.27a4bb9646b057a231e6e311116e7571.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\valid\images\fb9dc049-ec76-4502-9a11-13fb62a26ed4___RS_LB-3916_JPG.rf.f2c745d3559ba58d4246be469f624152.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\fbe08e9f-d4a0-4a6e-9741-c34fda88b3d2___RS_LB-4540_JPG.rf.3784dd96eecb51eb020905a3a93824a4.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\valid\images\fbe5708e-d8c5-49f2-a01b-c918e04a4338___JR_FrgE_S-2858_270deg_JPG.rf.839b302fef07ecbeed0e677496061fdf.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\fc18670e-e9c8-435c-99f6-883d3e812489___Rut__Bact_S-1345_JPG.rf.4ce9ae6fa54f31651bbfc41b6f6257e8.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\fc2bb6fc-6480-486c-8727-fbd2da59baa4___JR_FrgE_S-8634_JPG.rf.bdafd58d125ac62ce3a65f337adb9b64.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\valid\images\fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB-3030_JPG.rf.acb1bbb46a1b02482cb2020b533cbf79.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\valid\images\fc7d3fc0-1b3c-4865-adee-3670870ec4c3___JR_FrgE_S-2913_90deg_JPG.rf.30dc993a0229b0fe9e50b4c9f64820a6.jpg,"Мягкие, увядающие участки вокруг тёмных пятен",black_rot,2
dataset\valid\images\fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB-3273_JPG.rf.2d3d6dcf62e5fd2b50cba1fd7d80529b.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\valid\images\fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB-4029_flipTB_JPG.rf.5017f0759e34490d436f996da8294792.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\fcf3bce8-b685-4483-bac4-a2d0d14d6eeb___JR_FrgE_S-8810_90deg_JPG.rf.34af915187a0718df9fdd552f7aeb145.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\fd210bbc-a5c9-4401-82e7-4dc66b954f75___Rut__Bact_S-1151_JPG.rf.51bd35fbaf0bd4975c3f7c7104cdcdb5.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\valid\images\fd2d0756-c67b-4c85-a8f8-97228b8f76b0___Rut__Bact_S-1271_JPG.rf.88d51033830e19a772a3d029c0fcd9b0.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\valid\images\fd4a1e5a-cba8-4f4d-a11a-8e131e907728___RS_HL-6154_flipTB_JPG.rf.b50552c0374b0bd6383193677f5bf51e.jpg,лист без повреждений,healthy,3
dataset\valid\images\fd5b8652-6f10-4f84-9b63-3b87a730ad68___Rut__Bact_S-1025_JPG.rf.278100ee6a8c8635c95abaa18e38c5df.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\valid\images\fd7d6a50-e28f-4014-8e15-6028b5f349d0___RS_HL-5953_flipTB_JPG.rf.19b5fcd8ea91144fda943f2f601888ed.jpg,равномерный зеленый цвет листа,healthy,3
dataset\valid\images\fd81a3e2-1d3e-4e52-a010-ad1b36a5220d___RS_LB-4067_JPG.rf.7f4ee2eb7fd2d9b2024bb9c2e856c22c.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\valid\images\fdb6f19d-ebf5-46ce-96aa-595329a91869___Rutg__Bact_S-2314_JPG.rf.12ca344b506dbfc4810c25996846662b.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\fdb7d904-91df-4f00-85bd-0fb038723329___RS_LB-2628_flipTB_JPG.rf.69a4fbddc13b747ee9dd3cb25b9ad025.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\valid\images\fdbfa6f7-f887-442d-8df1-1f0cf839fc4d___RS_HL-6274_flipTB_JPG.rf.3146794f802f4c9a8ccf54a0c60c99e6.jpg,листья без пятен и налета,healthy,3
dataset\valid\images\fdbfa6f7-f887-442d-8df1-1f0cf839fc4d___RS_HL-6274_JPG.rf.ba92ae18136bb237d99499e147c8ab9a.jpg,зеленый лист,healthy,3
dataset\valid\images\fdc0d1ae-70a8-40a6-aab8-2be6c10391a6___RS_HL-8145_JPG.rf.567a54c18fc8cb2f819171f57bd4182b.jpg,здоровые зеленые листья,healthy,3
dataset\valid\images\fdc86644-2491-4ace-b7e3-190e1d68ebba___RS_LB-5129_JPG.rf.d9dcfadf6c5781e347b8e9e92afb30b4.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\valid\images\fdcf5330-6e9d-4fde-9284-1ac4e7b0fa30___JR_FrgE_S-2981_90deg_JPG.rf.d9d2a49701c568bc8049262d132f7863.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\valid\images\fdd77f89-e3b1-4492-9da3-f46bbc8666d9___RS_HL-6219_JPG.rf.eeb0703633019b7a057f0665f38cfac1.jpg,листья без пятен и налета,healthy,3
dataset\valid\images\fe3eb287-4bb0-4a6f-b50e-253370bd19dd___RS_LB-4073_JPG.rf.9179e2313578550c58c5a2124c95a7ac.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\fe5314bb-9c7d-4e8e-abca-82d2ddb7bf12___Rut__Bact_S-3411_JPG.rf.a4fcf2b450f876296d4d7b57e4d9a6a8.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\valid\images\fe67f2e9-b44a-47f1-b2d1-4cc72bf04e3a___Rutg__Bact_S-1905_JPG.rf.4597a5bd843249a77a1f42d5f8621416.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\fe72d959-6788-4b19-9285-e0b2919dc718___RS_LB-2516_JPG.rf.1cb2135d2faea376bb14e8fb79175ba7.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\valid\images\fe768ce6-56c8-408f-921d-7c7d991bb742___RS_HL-7357_flipTB_JPG.rf.aeb4a0a32a5f1495d2ed95ea0c0a020d.jpg,листья без пятен и налета,healthy,3
dataset\valid\images\fe89ea86-5245-49a9-9f61-fae47ecc51e9___RS_HL-8116_JPG.rf.3a8645150ae277cd7134bb6b9e4bdaaf.jpg,лист без повреждений,healthy,3
dataset\valid\images\feaf718b-59f2-4aa4-b36a-2b2786ee8b46___RS_HL-6141_flipTB_JPG.rf.6ba3dfa431fdc037a89c3a86cf7c6164.jpg,равномерный зеленый цвет листа,healthy,3
dataset\valid\images\feaf718b-59f2-4aa4-b36a-2b2786ee8b46___RS_HL-6141_JPG.rf.297ff712e3d462b705c2d47cf80d35c3.jpg,равномерный зеленый цвет листа,healthy,3
dataset\valid\images\febed027-e204-4f3e-9e86-c0076fc0d556___Rut__Bact_S-1530_JPG.rf.c00dccf83d8ecfeb90851bf3eede0c84.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
dataset\valid\images\fed37949-d6c1-4523-86ed-a5675bd45cf6___Rutg__Bact_S-2374_JPG.rf.93645cd515dedd2bec24e13e3b49dc12.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\valid\images\fef5680c-50e2-498f-b6c1-f40a614dc106___Rut__Bact_S-0923_JPG.rf.80fbab3c9d3d4031dbb208bff766b3f3.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\fefc3af2-3cdd-4174-aee6-e718f1cdff1e___Rutg__Bact_S-2387_JPG.rf.66b30394dbceacdd04b74fa43fb36e1e.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\valid\images\ff4e792b-14c5-41db-af9e-0676abf8d20a___JR_FrgE_S-3088_270deg_JPG.rf.7f3c6f8bb085cce4186c83d7dfe23fec.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\valid\images\ff4e79ea-886b-4670-b273-39263103bf0a___Rut__Bact_S-1205_JPG.rf.df62e776e7f23280a7e295a7705122ac.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\valid\images\ff66ea4f-22c1-4e37-a1b5-24ddc9179f7a___Rutg__Bact_S-1976_JPG.rf.69997067e955c723148be9518987592b.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\valid\images\ff7160f9-f8d7-4576-82b8-009bf1b63b3b___RS_LB-4974_180deg_JPG.rf.48eb6082f2cfecc5e286bfa190519048.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\valid\images\ffa8a63e-99e8-4654-9ec8-fa79f62c420c___Rut__Bact_S-1080_JPG.rf.a0f1507c6a237431872e96427f242106.jpg,Чёрные точки с влажным видом на листьях,Bacterial_spot,0
dataset\valid\images\ffbd5dbc-880d-43d0-b422-e86a2e5ac1c5___Rut__Bact_S-0994_JPG.rf.d5e28c05c3162c6edd4b424a0da9a463.jpg,"Мелкие пятна, напоминающие масляные капли",Bacterial_spot,0
dataset\valid\images\ffe8da6f-f0bb-4337-9776-8dc2d836d5d5___Rut__Bact_S-1429_JPG.rf.7a6edbf3b6bc2be48671f9b4bf4e6549.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\valid\images\fff55a7e-2f86-4747-8d31-f1fde3c307aa___RS_LB-3081_flipTB_JPG.rf.ba8b10ded816befdf5c62be15ad20f0f.jpg,Коричнево-чёрные пятна с расплывчатыми границами,Late_blight,1
dataset\test\images\00e909aa-e3ae-4558-9961-336bb0f35db3___JR_FrgE_S-8593_JPG.rf.043d28df86eb872787958a2bc3a30bd1.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\test\images\01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB-2669-_JPG.rf.1f104aef71fbb3f7324cc02785014af2.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\test\images\04e74a0c-bda4-4e06-aeab-ec24b1007994___JR_FrgE_S-8782_90deg_JPG.rf.05f7a7bf04b2590e4c73e44a97e856fc.jpg,"Чёрные отметины, распространяющиеся по листу",black_rot,2
dataset\test\images\0b6ec66f-fe63-4eef-8068-cf8ed0baf0de___RS_HL-7482_JPG.rf.70bd11b7d16f78d350d1ccd793d5aaa6.jpg,листья без признаков болезни,healthy,3
dataset\test\images\0c148c6a-d3ea-44af-b52a-4ee596dce857___Rutg__Bact_S-1205-_JPG.rf.60075ebe19ca4f2dbf8516224e57aff5.jpg,Коричневато-чёрные отметины с маслянистым блеском,Bacterial_spot,0
dataset\test\images\0c30f1f2-9eed-4861-bf66-eceae1b0b625___RS_HL-7430_JPG.rf.2fad9939ba55142ff99fdea59e9b9a4f.jpg,равномерный зеленый цвет листа,healthy,3
dataset\test\images\0db5e713-ffab-48d4-ae0d-10c67425fa45___Rutg__Bact_S-2197-_JPG.rf.2029f4152584ffdf94b2c47883c58363.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\test\images\0ec3bd54-80a1-4dcd-9411-bcfafd147272___RS_HL-7534_JPG.rf.44eeafc57fd1c866b672a8c2350238fc.jpg,равномерный зеленый цвет листа,healthy,3
dataset\test\images\0f5cb632-9b97-48ce-88d6-45bf321175ce___RS_HL-6088_JPG.rf.19975d32de8935146109dbe1644448d9.jpg,равномерный зеленый цвет листа,healthy,3
dataset\test\images\0fd49ba9-e787-49b4-9545-8779827d34b5___Rutg__Bact_S-2248-_JPG.rf.c0634c58256b90255e3bedfcf98b58a4.jpg,"Маленькие водянистые пятна, темнеющие со временем",Bacterial_spot,0
dataset\test\images\12d72127-7880-4481-b3c6-caff04116a86___RS_LB-2632_JPG.rf.4c9137371e3366494e495e97c4aadfbe.jpg,Тёмные пятна с серовато-зелёным ореолом,Late_blight,1
dataset\test\images\1aaa3665-febe-407c-8830-7919b093305e___RS_HL-7803_JPG.rf.c43695adef0e8310a360d6b27253862f.jpg,зеленый лист,healthy,3
dataset\test\images\1b22388a-cf05-4795-892f-a5b6f35304d5___RS_HL-8141_JPG.rf.f0c6315c7c4452aa56f57fd1d352b012.jpg,равномерный зеленый цвет листа,healthy,3
dataset\test\images\1c116208-4ef8-4b42-ba20-92c3b9ca957c___RS_HL-5885_JPG.rf.e5fc119ac92dcf03e31c99c8852ebd39.jpg,лист без повреждений,healthy,3
dataset\test\images\1c45cf6f-2e2e-4091-9bc9-24463f9fcf90___RS_HL-5733_JPG.rf.3fd0af6ef8a1f26594ad492e8d68be93.jpg,лист без повреждений,healthy,3
dataset\test\images\1cd322aa-2fdf-4e50-bb72-f9ebe031f385___RS_HL-7315_JPG.rf.1daef8182527541eb03565220c0b28b8.jpg,зеленый лист,healthy,3
dataset\test\images\1d3369df-832e-48da-bc7f-99435378ba48___Rutg__Bact_S-1896-_JPG.rf.b0eda6943938e0cd8198e62a3a2d1eb3.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\test\images\1d98a80e-f33b-44e5-99de-89fb990211f5___RS_HL-7834_JPG.rf.b2574fd7974866b812130f283c15b4f7.jpg,листья без признаков болезни,healthy,3
dataset\test\images\2ae4c8d8-309c-4dfa-8bde-b985b2a81272___RS_HL-7659_JPG.rf.2d8ff4aa0073f65d82015b33303cdff1.jpg,здоровые зеленые листья,healthy,3
dataset\test\images\2ba31dd4-36d6-4cda-b2e6-c1f53a174d4d___RS_HL-6305_JPG.rf.c9b73119d22144bb44f6b21d21bf3ca4.jpg,листья без пятен и налета,healthy,3
dataset\test\images\2d1542c5-6771-4433-a912-313e77945d85___RS_HL-5683_JPG.rf.21e5f29f43317d353ffd1cdfad2e7937.jpg,листья без пятен и налета,healthy,3
dataset\test\images\3d544e81-b7f3-4853-bb65-c78b125d1a6a___RS_LB-3238-_JPG.rf.7a542f6aabea29d89908ea081f92ed24.jpg,Белёсый налёт плесени на нижней стороне листьев,Late_blight,1
dataset\test\images\4dadb9f1-27b1-4d3c-8111-d1602febd585___JR_FrgE_S-8632_JPG.rf.f01de6b418214e8d4c657b00772e5180.jpg,"Жилки листа с изменённым цветом, сопровождаемые пятнами",black_rot,2
dataset\test\images\4e1c6d80-4ab3-4c4b-9b4d-ecd62293569c___JR_FrgE_S-2773_270deg_JPG.rf.c038e531773f8ccd75e80f10ff767881.jpg,Размягчение тканей листа в зонах поражения,black_rot,2
dataset\test\images\4f41de6a-c118-4296-a753-963d1427323c___RS_LB-4561-_JPG.rf.7a602aa81ad2bb7633d4b114f6bd48cc.jpg,Листья с тёмными зонами и пушистым белым покрытием,Late_blight,1
dataset\test\images\531e6670-eebf-48ac-a34c-53ea8db7d047___JR_FrgE_S-8571_90deg_JPG.rf.4a9b92e311933833d14e60df0400df58.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\test\images\5c5a30a7-01e5-45a3-99cc-4d1a68ccbff2___Rutg__Bact_S-2123_JPG.rf.588bab034d8a3c4f50016a8c0a909049.jpg,Мелкие чёрные пятна с водянистой текстурой и неровными краями,Bacterial_spot,0
dataset\test\images\5f6e341d-3a02-4bc5-ae02-c0a343a835ea___RS_LB-4882-_JPG.rf.c0a3fc8f64dd04c661ff44720701e475.jpg,Поражения с бледно-зелёной зоной вокруг пятен,Late_blight,1
dataset\test\images\7375bf36-7a8e-4fc5-8ee8-0bee7bfb3574___JR_FrgE_S-2874_JPG.rf.422d1938b2ca714b697e88e7f8552299.jpg,Листья с пожелтевшими краями и чёрными пятнами,black_rot,2
dataset\test\images\789c7185-b853-4638-b621-03ee71ce0c7e___JR_FrgE_S-8641_JPG.rf.49d1dd35a8029094606b72ed65d2290b.jpg,Тёмные пятна с неровными краями на поверхности листьев,black_rot,2
dataset\test\images\7a337c2f-e61e-4f67-b45f-1b7a7910380c___Rutg__Bact_S-1209_JPG.rf.708d480102c55c07103500ef60afccd2.jpg,Небольшие тёмные поражения с жирной поверхностью,Bacterial_spot,0
